number_of_episode,reward
60432,-27.5886570783196
60433,-24.8022345562371
60434,-31.8103611405469
60435,-10.0585834391085
60436,-27.3237426705762
60437,-33.4544848847202
60438,-9.98871027577136
60439,-21.0990679436256
60440,-28.1224586939318
60441,-17.4001573028361
60442,-35.9141880279092
60443,-16.8788343748338
60444,-19.1092402236288
60445,-29.8668387007225
60446,-16.2012570791247
60447,-23.2455791094598
60448,-20.7079775128933
60449,-13.8134716367968
60450,-28.0148864241099
60451,-26.7214047767439
60452,-16.9638757039262
60453,-22.7148128516195
60454,-26.3748275285136
60455,-24.986849758876
60456,-22.8513328556329
60457,-33.087276140506
60458,-27.5805453708256
60459,-20.4364189066732
60460,-29.4877989258792
60461,-21.8194008384036
60462,-18.0875065001565
60463,-28.8991962092052
60464,-16.6589212871067
60465,-26.1098737469389
60466,-18.4476564256955
60467,-18.7889684269329
60468,-28.4618502132068
60469,-16.8858073747949
60470,-21.3195615956605
60471,-39.515625607459
60472,-32.5385492794208
60473,-23.0994655246023
60474,-20.1722345459572
60475,-24.3319376210346
60476,-28.5737087663261
60477,-17.9105242799798
60478,-25.9537480048835
60479,-22.3290300197755
60480,-21.8192768219732
60481,-22.4572842120602
60482,-30.5505938361042
60483,-21.7207540877124
60484,-28.9626756959159
60485,-19.2293207572498
60486,-26.3976537926278
60487,-27.2716896053752
60488,-23.702919602428
60489,-21.2528325970104
60490,-15.8670671627695
60491,-24.2782409034205
60492,-22.7388524696338
60493,-31.0347413674524
60494,-18.9921517486701
60495,-30.9746719491364
60496,-19.1732154956994
60497,-19.2812660910004
60498,-15.7659123215401
60499,-13.4202733957245
60500,-28.5303062369152
60501,-23.5157405732666
60502,-31.0164216500002
60503,-29.6130584302841
60504,-31.0236762585782
60505,-17.3269468513053
60506,-21.1277217709359
60507,-11.1393419861999
60508,-22.7907743469681
60509,-19.1152022063001
60510,-23.5429803764389
60511,-17.7989550168835
60512,-14.4273377188584
60513,-23.8887617446893
60514,-28.3030872330595
60515,-27.8596735464956
60516,-14.5880104945764
60517,-24.82701292932
60518,-16.3405138628687
60519,-19.9865619838374
60520,-19.0721926448573
60521,-17.8125486846299
60522,-21.5120214421335
60523,-20.0037752913642
60524,-30.3524454007159
60525,-22.7409692646758
60526,-20.0445641072145
60527,-17.0705108446304
60528,-20.3879113877309
60529,-20.3520050166099
60530,-22.4891422005153
60531,-36.3169553728158
60532,-24.4162557987923
60533,-32.8397203219913
60534,-30.4278248897104
60535,-26.6643539103097
60536,-21.2023935708945
60537,-11.3508320260248
60538,-17.8845500971395
60539,-26.6916634534466
60540,-33.5731125155126
60541,-26.9820288624343
60542,-26.5020488478694
60543,-26.0478894039586
60544,-22.924616536745
60545,-43.2191745451817
60546,-26.5235335539583
60547,-22.8806945272428
60548,-24.8812916094828
60549,-20.1345932752297
60550,-28.0597846417505
60551,-29.2355649562341
60552,-28.6010838890927
60553,-33.5284213638412
60554,-28.1808396848514
60555,-35.9038203543804
60556,-27.0142348776308
60557,-19.9931419446412
60558,-27.0280182222226
60559,-39.6014651021929
60560,-23.1040648366525
60561,-21.3377178941078
60562,-27.9531068720656
60563,-32.1577752380927
60564,-25.1664799060795
60565,-35.3035200731273
60566,-23.055807181389
60567,-21.7001325158946
60568,-20.6550764149325
60569,-31.390118845369
60570,-16.4728802077185
60571,-13.2672201726569
60572,-26.9253345732888
60573,-28.1794136493635
60574,-21.1198905388837
60575,-21.3246264488872
60576,-24.0153704024294
60577,-20.1555456390815
60578,-27.9085903819458
60579,-24.1789094346131
60580,-30.5335155108233
60581,-37.09748348363
60582,-28.8083132791243
60583,-23.7018338675918
60584,-22.6037741120428
60585,-37.4991315995945
60586,-22.0210295388828
60587,-23.7531161635707
60588,-29.6905788788323
60589,-27.4015593383157
60590,-32.3875644630831
60591,-20.5842928152287
60592,-20.668073586726
60593,-20.4534773417729
60594,-30.3118356739388
60595,-8.97288544205524
60596,-24.7410923309408
60597,-19.3031807429612
60598,-29.0477119845936
60599,-23.3117266348018
60600,-22.4263357444555
60601,-17.8314001489839
60602,-20.9314160363603
60603,-25.6870633314528
60604,-25.9713595030445
60605,-13.5010313502066
60606,-25.2868725384104
60607,-28.6466324776668
60608,-26.7792757788045
60609,-26.2962783424057
60610,-31.8213554691791
60611,-16.696731940225
60612,-19.4553768435298
60613,-22.6532422435705
60614,-12.0650673674313
60615,-20.2508422669649
60616,-13.7851742073149
60617,-20.0699731803557
60618,-20.0997664561857
60619,-26.1319485623917
60620,-9.09745656360156
60621,-13.5677768841495
60622,-26.3252165148365
60623,-17.392337418729
60624,-20.2125741031537
60625,-24.7672641594224
60626,-14.6852716139737
60627,-12.1398498710259
60628,-21.3165506509789
60629,-18.071518275967
60630,-14.4312174221166
60631,-27.9341793714579
60632,-26.4610098286372
60633,-8.3287228218746
60634,-19.8246852077383
60635,-22.4213248112724
60636,-11.5496695541227
60637,-14.7123784545572
60638,-29.8723590091496
60639,-18.3408662306581
60640,-15.976742743391
60641,-11.9152579809296
60642,-22.4430179012671
60643,-26.3307328149211
60644,-22.7395972368141
60645,-11.068996661241
60646,-7.80309043317138
60647,-21.0918492917639
60648,-29.4752298944578
60649,-26.0624462094723
60650,-15.6622409892051
60651,-22.2390509252694
60652,-15.8054347291005
60653,-18.8839929437903
60654,-13.4874834044394
60655,-24.624984509993
60656,-23.4687884259788
60657,-16.404835949616
60658,-21.9083918044505
60659,-32.6054624139732
60660,-27.0645549535258
60661,-25.6504839109437
60662,-19.9732050037283
60663,-18.7714512050272
60664,-32.6881632788729
60665,-29.3696201156942
60666,-18.4103207477274
60667,-15.5507810858637
60668,-29.9151549152906
60669,-31.7761712187452
60670,-21.8512791631251
60671,-27.4034603872024
60672,-16.8016874683139
60673,-25.3561661118068
60674,-22.9742524651848
60675,-30.7521415445001
60676,-37.4513253238134
60677,-23.5661317599296
60678,-38.3561228238459
60679,-21.60983311399
60680,-18.1917523662705
60681,-30.6546045924813
60682,-21.8706191688827
60683,-18.7213058332517
60684,-24.4123344127207
60685,-14.7857049178548
60686,-32.9986686314281
60687,-28.5924487529435
60688,-27.6548056450087
60689,-13.9131118534867
60690,-29.6798248347445
60691,-26.3641973349776
60692,-17.0083481946895
60693,-18.417447953477
60694,-14.6212472538714
60695,-20.6245837564224
60696,-19.1931060012418
60697,-27.3311922004706
60698,-21.6835538446938
60699,-28.9184550655719
60700,-21.7533283761212
60701,-28.0600419175751
60702,-17.1997189042771
60703,-29.8834498760781
60704,-20.9881412382464
60705,-21.6820813807661
60706,-25.3252212729193
60707,-30.6894550600873
60708,-33.1690969537424
60709,-14.5961061817784
60710,-18.8906699624606
60711,-24.5210385053797
60712,-23.5698747906576
60713,-22.0908440892906
60714,-22.3632223332052
60715,-25.5207456938306
60716,-6.92073602896288
60717,-15.9837851867383
60718,-32.1285133507509
60719,-18.2579491775071
60720,-30.7344162608469
60721,-20.461597153037
60722,-9.04683725830871
60723,-20.3239217835416
60724,-22.9845360474815
60725,-14.5850179550023
60726,-17.6098620182881
60727,-27.4673632723191
60728,-25.1839519712869
60729,-14.3361354048485
60730,-31.2527906511299
60731,-26.8158043926949
60732,-16.3799689774575
60733,-26.9285399620429
60734,-19.5261911608993
60735,-22.179804234614
60736,-13.3271962981747
60737,-17.451800268098
60738,-34.4948838823797
60739,-23.8441034964821
60740,-19.207402456608
60741,-17.7399281715569
60742,-23.6516125396842
60743,-25.1632568933839
60744,-32.2413293243209
60745,-21.417987781422
60746,-19.0549671281554
60747,-15.0580485737943
60748,-28.8737000278928
60749,-14.730481168006
60750,-18.1423580472609
60751,-23.9138248312322
60752,-21.112715768124
60753,-17.9888924848938
60754,-24.9568821810079
60755,-19.0386875299075
60756,-34.2022868703581
60757,-9.25525954648309
60758,-17.179942104936
60759,-19.8394544579768
60760,-24.7081845431162
60761,-15.0336488844663
60762,-27.2079395502715
60763,-19.3206925721247
60764,-16.7405022006881
60765,-27.362960788288
60766,-15.071519914632
60767,-20.0978970313169
60768,-19.7579969237919
60769,-11.3163899811797
60770,-22.1295176506946
60771,-23.0732195686463
60772,-21.2918144435811
60773,-21.5950682953693
60774,-30.4015980580722
60775,-28.3897026253426
60776,-41.3111537875532
60777,-30.6849143546438
60778,-20.4058131236059
60779,-31.3605734626286
60780,-26.5182751844991
60781,-23.0985330796778
60782,-15.6484121689955
60783,-29.0581778682243
60784,-16.089854930652
60785,-24.5595831882998
60786,-28.5884478030819
60787,-29.1206978058625
60788,-25.3021173269968
60789,-30.739560382711
60790,-21.4752066520804
60791,-23.6862973617483
60792,-20.0904662551402
60793,-34.2762424062502
60794,-22.3705989048829
60795,-28.4173157670254
60796,-21.9726615975063
60797,-26.6072738264007
60798,-21.1522590174856
60799,-17.6735525404332
60800,-24.124630457778
60801,-26.9653834462293
60802,-16.6880025955681
60803,-26.1702113450024
60804,-17.266981073982
60805,-27.2267220241177
60806,-25.1760569377403
60807,-20.8658752544326
60808,-30.995139095842
60809,-21.4922627180665
60810,-25.8283607916744
60811,-33.6856166536092
60812,-26.8063775388631
60813,-17.0101043331802
60814,-19.9692488687399
60815,-29.2138647254212
60816,-26.7118597364314
60817,-22.5181586982342
60818,-17.8915316146711
60819,-25.9784172878807
60820,-25.9200455627675
60821,-21.7732574511749
60822,-19.8628728983901
60823,-21.4272595063733
60824,-27.7715307477452
60825,-30.7939956057648
60826,-29.6657902934674
60827,-10.4863143584154
60828,-12.5491327316809
60829,-17.6617825559987
60830,-22.5300446368975
60831,-19.3591634787001
60832,-26.7175195974944
60833,-20.6188963150338
60834,-13.6995077595191
60835,-30.7825941082376
60836,-27.7974383847038
60837,-37.6832106364044
60838,-26.4347660662788
60839,-13.2173985554631
60840,-25.557779755226
60841,-19.8799542092034
60842,-17.0600505851889
60843,-14.7295452967568
60844,-13.2471335316516
60845,-19.0235908865008
60846,-26.4999299934426
60847,-24.7367059725124
60848,-21.7090403061732
60849,-27.7747569949529
60850,-15.8598952892445
60851,-22.3017942547461
60852,-13.5172620548886
60853,-18.0932829902915
60854,-13.7876850659307
60855,-15.6845320984918
60856,-28.1691660036066
60857,-17.7041827154593
60858,-24.531133803215
60859,-23.7942182352997
60860,-24.0235708915192
60861,-20.8589893440892
60862,-12.7075372681201
60863,-14.3402857811152
60864,-20.4978001448624
60865,-24.7828537150937
60866,-27.3124161435261
60867,-25.4011532512166
60868,-28.2356643644474
60869,-17.8353775104233
60870,-22.6059059222253
60871,-16.0357289213588
60872,-26.8905630298898
60873,-23.7438523452003
60874,-25.7372200950572
60875,-21.7009476945663
60876,-23.1752244318868
60877,-23.089027521872
60878,-25.5532170758402
60879,-18.2347854438277
60880,-23.1903987327425
60881,-29.7104895855541
60882,-22.9726341473215
60883,-22.3309075976699
60884,-34.5449527505884
60885,-31.97423409779
60886,-25.3275860615539
60887,-29.0296806883656
60888,-25.7433159958855
60889,-30.5031517282325
60890,-27.6805353097667
60891,-14.2686917911542
60892,-25.2753084964488
60893,-27.5357919617862
60894,-27.2373389743873
60895,-17.576467094435
60896,-22.6142805498211
60897,-21.9291233188242
60898,-20.0124554896251
60899,-25.1144646660748
60900,-17.6927449161798
60901,-32.5478203406483
60902,-24.2100934011531
60903,-28.7438150007767
60904,-13.929683845647
60905,-33.4403274797257
60906,-22.3766784759336
60907,-26.7067558246391
60908,-23.6401721057335
60909,-28.0391547115774
60910,-14.8252635115768
60911,-40.0438795841769
60912,-21.8625287117096
60913,-16.6557269023162
60914,-20.4787012270887
60915,-15.8859784264161
60916,-7.26320302597005
60917,-27.8637143294798
60918,-26.8656519674892
60919,-23.7635777568191
60920,-20.6957315442224
60921,-23.6415613711281
60922,-19.0674689159913
60923,-30.9941338154224
60924,-27.2253925041893
60925,-18.6112690821097
60926,-19.932229295725
60927,-13.4621760498529
60928,-28.1103493364233
60929,-12.8418882660055
60930,-21.7998560722392
60931,-15.9140412164635
60932,-31.1489887189627
60933,-21.3169922409376
60934,-24.5196426977184
60935,-14.9386637563213
60936,-22.9312607819608
60937,-18.0967382871023
60938,-18.3993614301859
60939,-32.8424896760612
60940,-21.2014589027967
60941,-21.9437185990612
60942,-17.3503267239009
60943,-26.3111354492518
60944,-16.6294918366567
60945,-20.6819588744204
60946,-34.4058077803367
60947,-18.142541268239
60948,-20.0560903749993
60949,-21.6857292632777
60950,-25.9365297721016
60951,-21.8673749393523
60952,-28.7328861732548
60953,-20.6571348923247
60954,-22.6512993951041
60955,-31.8203707039644
60956,-24.902741174993
60957,-26.9734476115566
60958,-23.2595577866625
60959,-25.77131449464
60960,-13.5740108684977
60961,-17.6357538388834
60962,-20.3730953655441
60963,-24.9990634423656
60964,-29.7013712319482
60965,-28.5154833685203
60966,-13.2745795365798
60967,-20.1127791693414
60968,-21.3146184852679
60969,-25.7941910317954
60970,-25.052804651504
60971,-17.5844370504801
60972,-30.9836845923046
60973,-30.6615297511412
60974,-25.0776175929678
60975,-21.3761492862763
60976,-10.8842994737073
60977,-28.4695851616629
60978,-23.0077944229038
60979,-21.5535025217242
60980,-17.9913279474009
60981,-16.8192660749434
60982,-15.5461665007699
60983,-22.0594629323811
60984,-22.9726283106301
60985,-16.6547537204754
60986,-16.5285187656041
60987,-21.0344940656218
60988,-20.1703511018178
60989,-25.0511220338237
60990,-21.6506427395515
60991,-20.3101609639406
60992,-13.4018805304839
60993,-21.840026798362
60994,-29.3289451954578
60995,-19.5963551944939
60996,-26.9496235996633
60997,-27.9684873386599
60998,-15.1536971195991
60999,-33.9827421714505
61000,-16.6448955610961
61001,-16.9734094951597
61002,-25.7040174693991
61003,-31.2224902776039
61004,-13.7649908150835
61005,-26.3001144582215
61006,-9.2231988882143
61007,-31.3380390310874
61008,-13.3290579503874
61009,-16.8464165503392
61010,-20.2882717060248
61011,-16.8654428961189
61012,-28.6315068986295
61013,-29.2476979458376
61014,-23.3623367862054
61015,-20.7067202393587
61016,-15.7634846703514
61017,-20.8603972080458
61018,-19.8031696999572
61019,-19.8364034749343
61020,-16.7705651944363
61021,-12.5235068717231
61022,-8.07802023291666
61023,-34.5556117111849
61024,-28.8413353028561
61025,-11.9556793496216
61026,-18.5528987375387
61027,-24.8995641388125
61028,-11.5961749006292
61029,-17.3503270510414
61030,-23.5902636758259
61031,-18.2598026431729
61032,-18.5986405861263
61033,-23.9793833360903
61034,-19.3722120217578
61035,-12.5048289191972
61036,-18.7240874724467
61037,-12.3809654336071
61038,-33.0611763583492
61039,-14.0692143920635
61040,-26.5473128565846
61041,-32.0015289743166
61042,-19.9966032864407
61043,-18.4147920931789
61044,-20.0200892074483
61045,-9.20078299935988
61046,-18.1172430381233
61047,-30.7447346400822
61048,-10.6475201201706
61049,-28.8439133803767
61050,-13.4330078882832
61051,-25.0872258588045
61052,-7.70711330073361
61053,-21.6196953951302
61054,-22.6478162509541
61055,-28.0174364143334
61056,-22.2282213317558
61057,-32.4013863423468
61058,-18.0533304587868
61059,-10.9188231804346
61060,-19.3658801364453
61061,-22.8980472924124
61062,-31.7214504043389
61063,-25.5084709495385
61064,-22.3778819845396
61065,-17.5536354283795
61066,-12.7031169949731
61067,-20.5266910361663
61068,-17.9206899255312
61069,-21.9976962164488
61070,-20.5622047701948
61071,-23.7502926341982
61072,-24.1346638630859
61073,-16.1496840500125
61074,-19.402102382921
61075,-26.0341247321942
61076,-28.4841468802599
61077,-26.3615579127883
61078,-38.8902653837036
61079,-21.4674719395139
61080,-25.7829877854752
61081,-25.9561556338304
61082,-21.4882918043415
61083,-20.7840767855556
61084,-20.6213210926168
61085,-22.7171998608622
61086,-22.5198042847314
61087,-22.8979783749753
61088,-21.6149690600206
61089,-9.71529816876325
61090,-28.7001917343034
61091,-15.5490973320925
61092,-23.0970519874413
61093,-17.6870551861865
61094,-24.4276987569145
61095,-26.0922015407752
61096,-32.4838419491272
61097,-17.6923467880407
61098,-19.4363317944794
61099,-35.9995811616878
61100,-18.8783277304483
61101,-31.0061554942047
61102,-31.9116848753001
61103,-21.4629536048077
61104,-23.2379755735099
61105,-14.4254203991667
61106,-20.6186502674889
61107,-15.4389696786675
61108,-13.6910569074437
61109,-24.7549512232151
61110,-13.8204113130514
61111,-16.615843211191
61112,-20.4032457131678
61113,-18.1054255201009
61114,-30.5614568859232
61115,-22.1654624671938
61116,-23.8454186695942
61117,-17.8863805631064
61118,-24.9354202960902
61119,-21.3543887966459
61120,-19.6215809792599
61121,-34.0526835030691
61122,-21.6125601153348
61123,-22.6670554580347
61124,-22.687557770518
61125,-29.9451777641624
61126,-28.3429712877971
61127,-29.6148950832253
61128,-18.3422815358793
61129,-27.0875940854941
61130,-24.7517485254604
61131,-25.5524515531639
61132,-17.0683570123144
61133,-31.2423032832706
61134,-29.412114827815
61135,-27.5767432873088
61136,-16.3918922429917
61137,-16.6510907140128
61138,-35.9754501790234
61139,-13.7064180397914
61140,-25.6987546122155
61141,-27.8443288439505
61142,-31.1895557453078
61143,-12.5199491903245
61144,-21.326474625235
61145,-24.9868365808404
61146,-28.2168141993445
61147,-20.9271100233799
61148,-34.0291325420838
61149,-32.2905184801716
61150,-14.3145251747243
61151,-30.6691593994236
61152,-15.9629800678628
61153,-28.8268712593539
61154,-30.1815719359662
61155,-10.2285234560657
61156,-16.6003268766952
61157,-20.4134697512956
61158,-23.7257012852762
61159,-20.8339234207858
61160,-25.4541652244444
61161,-16.4912902903553
61162,-16.1312272648527
61163,-16.2976438552328
61164,-21.5610046676761
61165,-20.4939433285986
61166,-26.2452252755611
61167,-39.5110593764237
61168,-17.5956639483976
61169,-28.9605245641862
61170,-21.0650699838625
61171,-19.9297979948592
61172,-21.7204674832407
61173,-32.8083398041354
61174,-5.89199320886115
61175,-27.1904257982859
61176,-15.5982878142083
61177,-35.8394862837288
61178,-16.2783868140224
61179,-16.2172041518839
61180,-18.1433256672208
61181,-13.1310027545645
61182,-14.3775779629335
61183,-21.1038664332282
61184,-19.250852235816
61185,-19.8163938612006
61186,-13.8912848387246
61187,-17.1863181628778
61188,-17.3196494728669
61189,-17.1756093278766
61190,-20.2835119695146
61191,-12.12257617225
61192,-24.8264990667383
61193,-25.0741650312838
61194,-21.9823410913356
61195,-13.4209121118141
61196,-9.96207370113627
61197,-27.2526040102554
61198,-28.5505267938052
61199,-11.6144605406233
61200,-18.7019344963482
61201,-26.7474580217831
61202,-14.2996253149544
61203,-21.0177851137657
61204,-21.161395900771
61205,-11.44518090879
61206,-21.0677791613107
61207,-27.2506530943025
61208,-26.7627620718715
61209,-24.0916062863548
61210,-9.90765611076142
61211,-27.7278617422396
61212,-22.9607752041403
61213,-17.9190560366025
61214,-27.2518076160448
61215,-18.7030628758829
61216,-25.5481097779428
61217,-26.7124493496038
61218,-9.93350967208615
61219,-23.2845322507038
61220,-16.3692422653297
61221,-16.6904638866917
61222,-25.4931891289763
61223,-27.4806450055546
61224,-14.9045677648457
61225,-19.9063035439845
61226,-23.7339776248718
61227,-20.0375930886325
61228,-13.8245804805971
61229,-26.9618447149189
61230,-37.8329583648261
61231,-25.4396313125714
61232,-16.1805040921365
61233,-11.4407689086969
61234,-16.5515808584714
61235,-23.1168476465442
61236,-12.6414962150805
61237,-15.7580904694858
61238,-12.9422167371997
61239,-20.1212501353998
61240,-14.9740572818401
61241,-11.5614167455927
61242,-12.3892084330171
61243,-28.9840812249149
61244,-16.9598439945056
61245,-17.7729647034046
61246,-25.2540547877407
61247,-26.9063304638856
61248,-13.6879986046936
61249,-24.8496578107904
61250,-23.4822557777514
61251,-22.679624293091
61252,-27.2680563942926
61253,-4.65497167172261
61254,-17.6675155902526
61255,-26.754977833328
61256,-27.1623096210169
61257,-22.1459016192276
61258,-21.9788057574945
61259,-26.4352753184941
61260,-10.5435293540722
61261,-15.241136745885
61262,-9.66857707889714
61263,-10.4763617103218
61264,-13.3687712099137
61265,-20.4663218958851
61266,-15.0945606662013
61267,-19.2866036873893
61268,-18.2491269202641
61269,-19.8662545656367
61270,-27.5169275105166
61271,-13.8045381721102
61272,-40.1758412533274
61273,-16.7311712257768
61274,-29.4287576544489
61275,-15.7953819945394
61276,-14.4367216040994
61277,-24.3420287828208
61278,-18.6281433778748
61279,-23.853875212339
61280,-30.2837575817099
61281,-23.1262142283589
61282,-26.3703997341436
61283,-20.5118312622732
61284,-14.005341901222
61285,-28.6721630776835
61286,-26.581498543121
61287,-28.5096054796485
61288,-26.916281068691
61289,-28.7199470104873
61290,-28.5904915725474
61291,-22.8363413782916
61292,-14.3363536829822
61293,-30.4540789419843
61294,-13.7058354176377
61295,-22.0902121871391
61296,-19.997495002055
61297,-17.0430108380543
61298,-25.9472955592292
61299,-11.6842039644129
61300,-29.2676070446823
61301,-21.7047531350639
61302,-25.4606112403835
61303,-23.2570686589306
61304,-23.1795076495405
61305,-12.6136470367415
61306,-23.9119904545555
61307,-19.2540368154079
61308,-12.6141130636881
61309,-21.9825964225952
61310,-25.477899767867
61311,-8.05910628138907
61312,-12.4116119400929
61313,-12.9139800196896
61314,-23.5706474657337
61315,-17.4814971917331
61316,-24.3848485837122
61317,-10.6908741804863
61318,-15.7848482998006
61319,-28.0281532671446
61320,-27.5371134575109
61321,-27.4529954666571
61322,-18.3671061792484
61323,-25.6103488794786
61324,-19.4681171466234
61325,-26.3380491935774
61326,-18.2025673024924
61327,-22.9306320468321
61328,-21.5456479596126
61329,-24.4436488369726
61330,-31.2366618843597
61331,-22.0034659608456
61332,-16.9639929264565
61333,-8.52310200998316
61334,-28.5648094469454
61335,-17.3701974555671
61336,-30.7496858143973
61337,-20.2471435299486
61338,-24.3998458945008
61339,-28.9481843793056
61340,-20.5521369007173
61341,-16.7135919220964
61342,-27.3585549866601
61343,-30.287511287323
61344,-19.5268870378109
61345,-17.3077188251769
61346,-18.6780251264343
61347,-25.0950094023261
61348,-14.0749240877011
61349,-23.8238706547359
61350,-12.0656396097029
61351,-25.833164433475
61352,-17.8077671167325
61353,-19.9651173121322
61354,-20.8059825332707
61355,-35.1557277388197
61356,-17.5578563854112
61357,-20.4769484199601
61358,-15.7207645114932
61359,-17.5574819571083
61360,-23.7957084099704
61361,-32.8590169576207
61362,-8.06039031950564
61363,-15.5294123222455
61364,-28.7135585538731
61365,-20.6402242771509
61366,-27.0808886166957
61367,-17.0529728137375
61368,-28.2403566149521
61369,-10.5763600982249
61370,-20.2871122413502
61371,-27.3084271781036
61372,-15.8281548056847
61373,-20.4486048795286
61374,-17.1193265361686
61375,-30.1693887268002
61376,-26.6662163504143
61377,-14.3644425971334
61378,-19.3498421305987
61379,-35.1700297096609
61380,-23.7720872756646
61381,-20.5433656097866
61382,-26.0843823954747
61383,-25.8663136741854
61384,-33.5388917013384
61385,-18.9573766628447
61386,-24.062267532405
61387,-23.6720178933595
61388,-28.0599696099072
61389,-15.9669089357383
61390,-14.2614430796148
61391,-14.3715809502136
61392,-18.5043918676701
61393,-18.3040262220923
61394,-21.0410716899744
61395,-22.5990042662177
61396,-30.7710411048051
61397,-32.9115633510116
61398,-25.5055400724303
61399,-20.3351302681027
61400,-17.1443345565601
61401,-25.2175544124469
61402,-18.4943986176485
61403,-23.1701427033742
61404,-18.9238645833402
61405,-26.1762223145858
61406,-25.3830318174936
61407,-16.6053885221867
61408,-31.5185285408742
61409,-20.5538141023283
61410,-16.7910847064451
61411,-18.0487950624574
61412,-22.6777876410687
61413,-24.6380391067453
61414,-20.8291878365252
61415,-22.5106458835563
61416,-19.6540497099247
61417,-20.3362744767903
61418,-21.2226284320984
61419,-19.3890139633079
61420,-15.6942105378918
61421,-20.7525628160637
61422,-21.7976080919928
61423,-16.9151618020152
61424,-17.5080053944363
61425,-30.4244783913976
61426,-19.6672437288779
61427,-36.0393843812517
61428,-24.7872758901301
61429,-15.764379845359
61430,-25.3164415445917
61431,-29.3119858434991
61432,-34.6378492449877
61433,-24.170874831275
61434,-27.8825882376508
61435,-24.1442863700768
61436,-16.7850931181636
61437,-12.9317728068797
61438,-30.7100265930143
61439,-18.3383994266305
61440,-31.7271011866063
61441,-26.7112731267598
61442,-18.1699690081188
61443,-29.735246119584
61444,-23.4881713173992
61445,-12.0262810023268
61446,-35.5619978798161
61447,-27.2910443680573
61448,-20.598534642848
61449,-30.3115957688686
61450,-33.4484405337611
61451,-26.1049483372484
61452,-22.1653997300372
61453,-21.3597281229589
61454,-18.8552239694027
61455,-29.0244463801741
61456,-23.0324569642028
61457,-18.4757802131236
61458,-27.7589235762912
61459,-21.2779674087383
61460,-20.2238545696686
61461,-18.536803770982
61462,-18.6196303922029
61463,-17.5469909359737
61464,-11.9289178137679
61465,-18.4824856062198
61466,-26.4261645942422
61467,-28.0865888104707
61468,-20.8806544363387
61469,-21.4690917183779
61470,-27.3382475809758
61471,-21.1164467499213
61472,-19.5308493058605
61473,-23.331957623482
61474,-17.9774689433102
61475,-20.6537609061819
61476,-30.2971667133738
61477,-28.0787463334493
61478,-16.5017678028704
61479,-12.7853423037501
61480,-15.309169187025
61481,-23.2376909326055
61482,-24.6287576995216
61483,-14.0792722498704
61484,-17.4737239150206
61485,-12.8700595579836
61486,-25.6332542732584
61487,-20.9943720605793
61488,-17.7384411507548
61489,-20.8847868969972
61490,-20.1666502203931
61491,-21.8844058531574
61492,-18.6258285683078
61493,-29.2615928073299
61494,-24.318513619605
61495,-19.5390270932287
61496,-27.4435221813021
61497,-10.6269156548282
61498,-17.4100238635306
61499,-15.7841717473102
61500,-27.4776330096544
61501,-28.7541862349087
61502,-34.3814032050885
61503,-20.8423165655156
61504,-27.062090062516
61505,-28.0603514795563
61506,-29.31728912739
61507,-22.2867610079903
61508,-21.784007176572
61509,-24.2266017187973
61510,-39.1223295412977
61511,-12.7725036608202
61512,-24.8102181708851
61513,-34.9279767261133
61514,-40.4482971992533
61515,-32.968710514503
61516,-28.7931012590837
61517,-22.7259422604091
61518,-12.7943172621511
61519,-27.1208919668
61520,-27.282394533342
61521,-14.9268874564872
61522,-25.25945298998
61523,-27.5143778387229
61524,-23.8234847134131
61525,-16.5884853813601
61526,-31.8313104997777
61527,-23.8070649872408
61528,-16.6629515043776
61529,-21.7243547017001
61530,-23.5699533453086
61531,-22.9471330383626
61532,-21.9824665722789
61533,-19.7020003013474
61534,-25.0682163994999
61535,-23.2623206460369
61536,-27.355688229117
61537,-17.3485659520289
61538,-32.3821347295817
61539,-30.5947394449385
61540,-25.0423979490673
61541,-18.3578577910847
61542,-20.7657127972266
61543,-23.7556674914978
61544,-19.0531889217294
61545,-20.2533512789915
61546,-25.4118418504722
61547,-22.2179208163362
61548,-12.0182008386152
61549,-27.9057509901619
61550,-24.6059667529052
61551,-20.0913162349305
61552,-19.4833087905225
61553,-26.9744521667254
61554,-31.5925196811328
61555,-21.8670070981925
61556,-35.7197082115249
61557,-10.7203538670195
61558,-34.1622758245963
61559,-21.8310931700691
61560,-22.0386860800887
61561,-26.3195133688407
61562,-31.6116961528696
61563,-28.0320900090991
61564,-22.4871386436903
61565,-17.1796635509336
61566,-23.7672868800647
61567,-29.3500573930899
61568,-25.5775619578347
61569,-22.5819426289263
61570,-30.0178731897124
61571,-30.35476990506
61572,-23.2322701290263
61573,-21.9461378172984
61574,-27.4292476000791
61575,-29.1448927541459
61576,-14.2477341717392
61577,-18.4595597016589
61578,-26.1335137470208
61579,-26.1501579336279
61580,-21.2679022937697
61581,-17.0353355797804
61582,-25.3669580798682
61583,-18.2531496431555
61584,-23.5370386388597
61585,-25.2968103035805
61586,-21.8426127636418
61587,-24.3247668230352
61588,-26.9699064027242
61589,-27.820095439426
61590,-14.7007606040598
61591,-18.4703060599486
61592,-31.7941695383274
61593,-20.4297384597107
61594,-28.5491563339147
61595,-19.6917541087135
61596,-14.4931866508841
61597,-27.4474779964493
61598,-24.2601040614406
61599,-16.7267385868587
61600,-17.1882505966748
61601,-25.0836300270865
61602,-17.7874140586669
61603,-17.4907477716388
